MS.Zoning,Street,Lot.Shape,Land.Contour,Utilities,Lot.Config,Land.Slope,Neighborhood,Condition.1,Condition.2,Bldg.Type,House.Style,Overall.Qual,Year.Built,Year.Remod.Add,Roof.Style,Roof.Matl,Exterior.1st,Exterior.2nd,Mas.Vnr.Type,Mas.Vnr.Area,Exter.Qual,Exter.Cond,Foundation,Bsmt.Qual,Bsmt.Cond,Bsmt.Exposure,BsmtFin.Type.1,BsmtFin.Type.2,Total.Bsmt.SF,Heating,Heating.QC,Central.Air,Electrical,X1st.Flr.SF,Full.Bath,Kitchen.Qual,TotRms.AbvGrd,Functional,Fireplace.Qu,Garage.Type,Garage.Yr.Blt,Garage.Finish,Garage.Cars,Garage.Area,Garage.Qual,Garage.Cond,Paved.Drive,Sale.Type,Sale.Condition,SalePrice
RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,Duplex,1Story,5,1958,1958,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,657.0,TA,TA,PConc,TA,TA,No,Unf,Unf,1866.0,GasA,Ex,Y,SBrkr,1866,2,TA,8,Typ,NA,Detchd,1958.0,Unf,2.0,495.0,TA,Fa,Y,WD ,Normal,135000
RL,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,1954,1954,Hip,CompShg,MetalSd,MetalSd,BrkFace,80.0,TA,TA,CBlock,TA,TA,No,ALQ,Unf,1062.0,GasA,Gd,Y,SBrkr,1062,1,TA,6,Typ,NA,Attchd,1954.0,Unf,1.0,297.0,TA,TA,Y,WD ,Normal,131000
RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,1953,1953,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,PConc,TA,TA,No,BLQ,LwQ,608.0,GasA,TA,Y,SBrkr,1319,1,TA,5,Min2,NA,Attchd,1953.0,Unf,1.0,270.0,TA,TA,Y,WD ,Normal,123000
RL,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,1951,1951,Hip,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,Unf,631.0,GasA,TA,Y,FuseA,1112,1,TA,5,Typ,NA,Basment,1951.0,Unf,2.0,480.0,TA,TA,Y,WD ,Normal,126000
RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,1955,1955,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,Unf,1005.0,GasA,TA,Y,SBrkr,1005,1,Fa,5,Typ,TA,Detchd,1977.0,Unf,2.0,672.0,Fa,Fa,Y,WD ,Normal,115000
RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,1951,2000,Hip,CompShg,Wd Sdng,Wd Sdng,BrkCmn,70.0,Gd,TA,CBlock,TA,TA,No,BLQ,Rec,1008.0,GasA,Ex,Y,SBrkr,1363,1,TA,6,Min1,TA,CarPort,1951.0,Unf,1.0,288.0,TA,TA,Y,WD ,Normal,164900
RL,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,1945,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,TA,TA,No,BLQ,Unf,793.0,GasA,TA,Y,SBrkr,793,1,Fa,4,Typ,NA,Detchd,1945.0,Unf,1.0,240.0,TA,TA,Y,WD ,Normal,113000
RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,1952,2005,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,Gd,TA,CBlock,TA,TA,No,GLQ,Unf,1031.0,GasA,Gd,Y,SBrkr,1031,1,Gd,5,Typ,NA,Attchd,1952.0,Unf,1.0,230.0,TA,TA,Y,WD ,Normal,145500
RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,1953,1953,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,140.0,TA,TA,Slab,NA,NA,NA,NA,NA,0.0,GasA,TA,Y,FuseA,1210,1,TA,7,Typ,NA,Attchd,1953.0,Fin,1.0,616.0,TA,TA,Y,ConLD,Normal,102900
RL,Pave,IR1,Bnk,AllPub,Corner,Mod,OldTown,Artery,Artery,2fmCon,2Story,3,1900,1970,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,Fa,TA,Mn,BLQ,Unf,978.0,GasA,TA,Y,SBrkr,1014,2,TA,7,Typ,NA,CarPort,1920.0,Unf,2.0,420.0,Fa,Fa,Y,WD ,Abnorml,95000
RL,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Artery,Norm,1Fam,2Story,7,1948,1999,Gable,CompShg,WdShing,Wd Shng,None,0.0,TA,TA,CBlock,TA,TA,Mn,ALQ,Unf,699.0,GasA,Ex,Y,FuseA,801,1,TA,6,Typ,Gd,Attchd,1948.0,Unf,2.0,410.0,TA,TA,Y,WD ,Normal,152500
RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,1950,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,Unf,1200.0,GasA,TA,Y,SBrkr,1200,1,TA,6,Typ,NA,Attchd,1950.0,Fin,1.0,246.0,TA,TA,Y,WD ,Normal,129900
RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,1948,2002,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,CBlock,TA,TA,No,ALQ,Unf,972.0,GasA,Ex,Y,SBrkr,972,1,TA,5,Typ,Gd,Detchd,1948.0,Unf,1.0,240.0,TA,TA,Y,WD ,Normal,132000
RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,3,1958,1958,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,Unf,792.0,GasA,Gd,Y,FuseA,792,1,TA,4,Typ,NA,Attchd,1958.0,Unf,1.0,366.0,Fa,TA,Y,WD ,Normal,99900
RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,1916,1987,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,Fa,TA,No,Unf,Unf,660.0,GasA,Ex,Y,SBrkr,808,2,TA,8,Min2,NA,Detchd,1916.0,Unf,1.0,180.0,Fa,Fa,N,WD ,Normal,135000
RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,5,1939,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,BrkTil,TA,TA,No,Unf,Unf,676.0,GasA,Ex,Y,SBrkr,676,2,Gd,7,Typ,NA,Detchd,1939.0,Unf,2.0,720.0,TA,TA,Y,WD ,Normal,149000
RL,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,4,1900,2003,Gable,CompShg,MetalSd,MetalSd,None,0.0,Gd,Gd,BrkTil,Fa,TA,No,Unf,Unf,405.0,GasA,Gd,Y,SBrkr,717,1,TA,6,Typ,NA,Detchd,1940.0,Unf,1.0,281.0,TA,TA,N,WD ,Normal,114000
RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,1924,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,BrkTil,TA,TA,No,Unf,Unf,768.0,GasA,Ex,Y,SBrkr,792,1,Gd,5,Typ,NA,Detchd,1924.0,Unf,1.0,240.0,Fa,Fa,N,WD ,Normal,109500
RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,1925,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,Unf,1054.0,GasA,Ex,Y,SBrkr,1078,1,Ex,6,Typ,NA,Detchd,1987.0,Unf,1.0,264.0,TA,TA,N,WD ,Normal,125000
RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,4,1915,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,Unf,1313.0,GasA,TA,Y,SBrkr,1313,2,Gd,8,Min2,TA,Detchd,1954.0,Unf,2.0,528.0,TA,TA,Y,WD ,Normal,142900
RL,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Artery,Norm,1Fam,2Story,7,1910,2008,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,Gd,PConc,TA,TA,No,Unf,Unf,560.0,GasA,Ex,Y,SBrkr,930,2,Gd,5,Typ,NA,Detchd,2008.0,Unf,2.0,624.0,TA,TA,Y,WD ,Normal,156500
RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1Story,2,1940,1950,Gable,CompShg,Stucco,Stucco,None,0.0,Fa,TA,PConc,Fa,TA,No,Unf,Unf,416.0,GasA,Gd,N,FuseA,599,1,Gd,4,Typ,NA,NA,0.0,NA,0.0,0.0,NA,NA,N,WD ,Normal,59000
RL,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,4,1920,1950,Gable,CompShg,CBlock,CBlock,None,0.0,Fa,TA,PConc,TA,TA,No,ALQ,Rec,840.0,GasA,Ex,Y,SBrkr,840,1,TA,6,Typ,NA,Detchd,1967.0,Fin,1.0,338.0,TA,TA,Y,WD ,Normal,105000
RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,1920,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,Unf,720.0,GasA,TA,N,SBrkr,846,1,Gd,4,Typ,NA,Detchd,1980.0,Fin,2.0,576.0,TA,TA,N,WD ,Normal,106000
RL,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1Story,3,1890,1998,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,Unf,630.0,GasA,TA,Y,FuseA,725,1,TA,4,Typ,NA,Detchd,1959.0,Unf,1.0,320.0,TA,TA,Y,WD ,Normal,78500
RL,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Artery,Norm,Duplex,2Story,6,1969,1969,Gable,CompShg,MetalSd,MetalSd,Stone,480.0,TA,TA,CBlock,TA,TA,No,Unf,Unf,1248.0,GasA,TA,Y,SBrkr,1248,2,TA,12,Typ,NA,Attchd,1969.0,RFn,3.0,907.0,TA,TA,Y,WD ,Normal,190000
RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,1963,1963,Gable,CompShg,HdBoard,HdBoard,BrkFace,295.0,TA,TA,CBlock,TA,TA,No,Rec,Unf,1380.0,GasA,Fa,Y,SBrkr,1380,1,TA,6,Typ,NA,Attchd,1963.0,Unf,1.0,364.0,TA,TA,Y,WD ,Normal,154000
RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,1967,1967,Gable,CompShg,HdBoard,HdBoard,None,0.0,Fa,TA,CBlock,TA,Fa,No,BLQ,Rec,1040.0,GasA,Gd,Y,SBrkr,1040,1,TA,6,Min1,Po,Attchd,1967.0,RFn,2.0,480.0,TA,TA,Y,WD ,Normal,163000
RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Artery,Norm,Duplex,2Story,5,1969,1969,Gable,CompShg,MetalSd,MetalSd,BrkFace,368.0,TA,TA,CBlock,TA,TA,No,LwQ,Unf,1248.0,GasA,TA,Y,SBrkr,1338,2,TA,12,Typ,NA,Detchd,1969.0,Unf,4.0,968.0,TA,TA,Y,WD ,Normal,200000
RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,1958,2007,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,Gd,Gd,CBlock,TA,TA,Mn,GLQ,Unf,951.0,GasA,Gd,Y,SBrkr,951,1,Gd,6,Typ,NA,Detchd,1985.0,Unf,2.0,480.0,TA,TA,Y,WD ,Normal,143500
RL,Pave,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,1957,1957,Hip,CompShg,Plywood,Plywood,Stone,143.0,TA,TA,CBlock,TA,TA,No,Rec,Unf,1105.0,GasA,Gd,Y,FuseA,1105,1,TA,5,Typ,NA,Detchd,1957.0,Unf,1.0,308.0,TA,TA,Y,WD ,Normal,135000
RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,1957,2000,Hip,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,TA,TA,Mn,BLQ,Unf,992.0,GasA,TA,Y,SBrkr,1306,1,TA,5,Typ,NA,Detchd,1968.0,Unf,1.0,756.0,TA,TA,Y,WD ,Normal,153000
RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,1960,1960,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,30.0,TA,TA,CBlock,TA,TA,No,BLQ,Unf,1478.0,GasA,Ex,Y,FuseA,1478,2,TA,6,Typ,Gd,Attchd,1960.0,Unf,2.0,498.0,TA,TA,Y,WD ,Normal,157500
RL,Pave,IR1,HLS,AllPub,Inside,Mod,NAmes,Norm,Norm,1Fam,1Story,6,1958,1958,Flat,Tar&Grv,Wd Sdng,Wd Sdng,BrkFace,82.0,TA,TA,CBlock,Gd,TA,Gd,Unf,Unf,160.0,GasA,Fa,Y,SBrkr,1142,1,TA,5,Typ,Gd,Basment,1958.0,RFn,1.0,384.0,TA,TA,Y,WD ,Normal,113500
RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,1949,1950,Gable,CompShg,HdBoard,HdBoard,None,0.0,Gd,TA,CBlock,TA,TA,No,Rec,Unf,832.0,GasA,Gd,Y,SBrkr,1036,1,TA,6,Typ,Gd,Attchd,1949.0,Unf,1.0,288.0,TA,TA,Y,WD ,Normal,133000
RL,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,Duplex,1Story,3,1950,1950,Gable,CompShg,BrkFace,BrkFace,None,0.0,TA,TA,Slab,NA,NA,NA,NA,NA,0.0,Wall,Fa,N,FuseA,1040,2,TA,6,Typ,NA,Detchd,1987.0,Unf,2.0,400.0,TA,TA,Y,WD ,Normal,92900
RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Artery,Norm,1Fam,1.5Fin,6,1950,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,Av,Rec,Unf,795.0,GasA,Gd,N,SBrkr,765,1,TA,5,Typ,NA,Detchd,1989.0,Unf,2.0,900.0,TA,TA,Y,COD,Abnorml,128500
RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,Duplex,1Story,4,1949,1950,Gable,CompShg,BrkFace,Stone,None,0.0,TA,TA,Slab,NA,NA,NA,NA,NA,0.0,Wall,Fa,N,FuseF,1040,2,TA,6,Typ,NA,Detchd,1956.0,Unf,2.0,420.0,TA,TA,Y,WD ,Normal,90000
RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1.5Fin,5,1950,1982,Gable,CompShg,VinylSd,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,BLQ,1208.0,GasA,Gd,Y,FuseA,1136,1,TA,7,Min1,NA,Attchd,1950.0,Unf,1.0,240.0,TA,TA,Y,WD ,Normal,138000
RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,1958,1958,Hip,CompShg,BrkFace,BrkFace,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,Unf,1041.0,GasA,Gd,Y,SBrkr,1041,1,TA,6,Typ,NA,Attchd,1958.0,RFn,1.0,294.0,TA,TA,Y,WD ,Normal,128000
RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,1958,1965,Hip,CompShg,BrkFace,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,LwQ,Unf,1029.0,GasA,TA,Y,SBrkr,1339,1,TA,6,Min1,NA,Attchd,1958.0,Unf,1.0,294.0,TA,TA,Y,COD,Abnorml,139000
RL,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,1952,1952,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,TA,Gd,No,ALQ,BLQ,732.0,GasA,TA,Y,SBrkr,732,1,TA,4,Typ,NA,Detchd,1952.0,Unf,1.0,240.0,TA,TA,Y,WD ,Normal,118900
RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,5,1959,1959,Gable,CompShg,BrkFace,Plywood,None,0.0,TA,TA,CBlock,Gd,TA,Av,GLQ,Rec,528.0,GasA,TA,Y,SBrkr,1183,1,TA,6,Typ,NA,Attchd,1959.0,RFn,1.0,288.0,TA,TA,Y,WD ,Normal,138000
RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,1959,1959,Hip,CompShg,BrkFace,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,Unf,1148.0,GasA,TA,Y,SBrkr,1148,1,TA,6,Typ,NA,Attchd,1959.0,Unf,1.0,672.0,TA,TA,Y,WD ,Normal,132500
RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Artery,Norm,1Fam,1.5Fin,4,1949,1996,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,Unf,832.0,GasA,TA,Y,FuseF,832,2,TA,6,Typ,NA,Detchd,1949.0,Unf,1.0,384.0,TA,TA,Y,WD ,Normal,133500
RL,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Artery,Norm,1Fam,1.5Fin,6,1948,1994,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,LwQ,Unf,864.0,GasA,TA,Y,SBrkr,1064,1,TA,6,Typ,NA,Detchd,1994.0,Unf,2.0,576.0,TA,TA,Y,COD,Abnorml,135000
RL,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,2Story,6,1964,1964,Gable,CompShg,HdBoard,HdBoard,BrkFace,420.0,TA,TA,CBlock,TA,TA,No,Unf,Unf,780.0,GasA,TA,Y,SBrkr,993,1,TA,8,Typ,NA,Attchd,1964.0,Unf,2.0,483.0,TA,TA,Y,WD ,Normal,144750
RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,Duplex,SFoyer,5,1978,1978,Gable,CompShg,Plywood,Plywood,BrkFace,124.0,TA,Gd,CBlock,Gd,TA,Av,GLQ,Unf,941.0,GasA,Gd,Y,SBrkr,941,1,Gd,4,Typ,NA,Attchd,1978.0,Unf,2.0,564.0,TA,TA,Y,WD ,Normal,145000
RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,1963,1963,Hip,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,Unf,1045.0,GasA,TA,Y,SBrkr,1045,1,TA,6,Typ,Fa,Attchd,1963.0,RFn,1.0,264.0,TA,TA,Y,WD ,Normal,127000
RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,PosN,Norm,1Fam,1Story,5,1962,1962,Hip,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,Unf,894.0,GasA,Gd,N,SBrkr,894,1,TA,5,Typ,NA,Detchd,1962.0,Unf,1.0,308.0,TA,TA,Y,WD ,Normal,109500
RM,Pave,Reg,Bnk,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,6,1926,2004,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,Unf,818.0,GasA,TA,Y,SBrkr,818,1,TA,5,Typ,NA,Detchd,1926.0,Unf,1.0,210.0,TA,TA,N,WD ,Normal,115000
RM,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,5,1910,1981,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,PConc,TA,TA,No,Unf,Unf,440.0,GasA,Gd,Y,SBrkr,682,1,TA,5,Typ,NA,Detchd,1966.0,Unf,2.0,440.0,TA,TA,Y,WD ,Normal,110000
RM,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,6,1935,1998,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,PConc,TA,TA,No,Unf,Unf,901.0,GasA,Gd,Y,SBrkr,861,1,Gd,6,Typ,NA,Detchd,1920.0,Unf,1.0,162.0,Fa,Fa,P,WD ,Normal,128900
RM,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,Duplex,2Story,6,1910,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,Mn,LwQ,Unf,972.0,GasA,Gd,N,FuseA,972,2,TA,12,Typ,NA,Detchd,1920.0,Unf,2.0,324.0,Fa,TA,N,WD ,Normal,103500
RM,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,5,1941,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,Unf,676.0,GasA,Ex,Y,SBrkr,676,1,TA,5,Typ,NA,Detchd,1941.0,Unf,1.0,200.0,TA,TA,Y,WD ,Abnorml,66500
RM,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,1910,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,CBlock,TA,TA,No,Unf,Unf,240.0,GasA,TA,Y,SBrkr,810,1,Gd,6,Typ,NA,Detchd,1959.0,Unf,2.0,472.0,Fa,TA,N,WD ,Normal,130000
RM,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,5,1910,2002,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,CBlock,TA,TA,No,Unf,Unf,504.0,GasA,Ex,Y,SBrkr,764,2,TA,7,Typ,NA,NA,0.0,NA,0.0,0.0,NA,NA,N,WD ,Normal,129000
RM,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,5,1939,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,ALQ,Unf,690.0,GasA,TA,Y,FuseA,868,1,TA,7,Typ,Gd,Detchd,1939.0,Unf,2.0,400.0,TA,TA,Y,WD ,Normal,150000
RM,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,5,1892,1965,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,Stone,TA,TA,No,Unf,Unf,994.0,GasA,TA,N,SBrkr,1378,2,TA,11,Min2,NA,Attchd,1985.0,RFn,1.0,432.0,TA,TA,Y,WD ,Normal,107500
RM,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Artery,Norm,2fmCon,2Story,4,1920,1950,Gable,CompShg,AsbShng,AsbShng,None,0.0,Fa,TA,BrkTil,Fa,Po,No,Unf,Unf,600.0,GasA,Gd,N,SBrkr,1101,2,Fa,8,Typ,NA,NA,0.0,NA,0.0,0.0,NA,NA,N,WD ,Normal,94550
RM,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,Duplex,2Story,5,1952,1952,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,360.0,TA,TA,CBlock,TA,TA,No,Unf,Unf,960.0,GasA,Gd,Y,SBrkr,960,2,TA,10,Typ,NA,Detchd,1952.0,Unf,2.0,400.0,TA,TA,N,COD,Normal,124500
RM,Pave,Reg,HLS,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,7,1946,1992,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,Gd,CBlock,TA,TA,No,Unf,Unf,651.0,GasA,Gd,Y,SBrkr,707,1,TA,6,Typ,Gd,Detchd,1947.0,Unf,1.0,240.0,TA,TA,P,WD ,Normal,135000
RM,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,1910,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,Fa,TA,No,Unf,Unf,801.0,GasA,Gd,N,SBrkr,801,1,TA,6,Typ,NA,NA,0.0,NA,0.0,0.0,NA,NA,N,WD ,Normal,103000
RM,Pave,Reg,Bnk,AllPub,Inside,Mod,OldTown,Norm,Norm,2fmCon,1Story,4,1953,1953,Gable,CompShg,MetalSd,MetalSd,None,0.0,Fa,TA,CBlock,Fa,TA,No,Unf,Unf,936.0,GasA,TA,N,SBrkr,936,1,TA,4,Min2,NA,Detchd,1974.0,Unf,2.0,576.0,TA,TA,Y,WD ,Normal,93000
RM,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,1950,1970,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,Ex,CBlock,TA,TA,No,BLQ,Unf,768.0,GasA,TA,Y,FuseA,768,1,TA,6,Typ,NA,Detchd,1950.0,Unf,1.0,308.0,TA,TA,Y,WD ,Normal,129500
RM,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,2fmCon,1.5Fin,5,1954,1954,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,Unf,811.0,GasA,TA,Y,FuseA,811,2,Gd,7,Typ,NA,BuiltIn,1954.0,Unf,1.0,256.0,TA,TA,Y,WD ,Normal,93000
RM,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1Story,4,1920,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,Fa,TA,No,Unf,Unf,861.0,GasA,TA,Y,SBrkr,861,1,TA,5,Typ,NA,Detchd,1920.0,Unf,2.0,288.0,TA,TA,N,Oth,Normal,80000
RM,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1Story,2,1940,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,BrkTil,NA,NA,NA,NA,NA,0.0,GasA,Fa,N,FuseA,612,1,TA,4,Typ,NA,Detchd,1965.0,Unf,1.0,308.0,TA,Fa,N,WD ,Normal,45000
RM,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,3,1910,1950,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,Unf,600.0,Grav,Fa,N,SBrkr,600,1,TA,6,Typ,NA,NA,0.0,NA,0.0,0.0,NA,NA,Y,WD ,Abnorml,37900
